id	sort_id	product_id	tab_id	type	dia_sale	pay	pay_item_id	mileage_grade	group_id	group_seq	name_text_id	description_text_id	detail_img_id	detail_text_id	img_id	reward_id	price	stock	restock_type	restock_interval	restock_date	is_limit	purchased_shop_id	start_date	open_date	close_date
101007	1		33	18		5	1002				121	20071	27010002	20071	27010002	1600101006	5	25			2100-12-31 00:00:00		101006	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101008	1		33	18		5	1002				121	20071	27010002	20071	27010002	1600101006	8	25			2100-12-31 00:00:00		101007	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101009	1		33	18		5	1002				121	20071	27010002	20071	27010002	1600101006	10	25			2100-12-31 00:00:00		101008	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101010	1		33	18		5	1002				121	20071	27010002	20071	27010002	1600101006	13		4		2100-12-31 00:00:00		101009	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101011	1		33	18		5	1002				122	20071	27010003	20071	27010003	1600101011	3	25			2100-12-31 00:00:00			2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101012	1		33	18		5	1002				122	20071	27010003	20071	27010003	1600101011	5	25			2100-12-31 00:00:00		101011	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101013	1		33	18		5	1002				122	20071	27010003	20071	27010003	1600101011	8	25			2100-12-31 00:00:00		101012	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101014	1		33	18		5	1002				122	20071	27010003	20071	27010003	1600101011	10	25			2100-12-31 00:00:00		101013	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101015	1		33	18		5	1002				122	20071	27010003	20071	27010003	1600101011	13		4		2100-12-31 00:00:00		101014	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101016	1		33	18		5	1002				123	20071	27010004	20071	27010004	1600101016	3	25			2100-12-31 00:00:00			2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101017	1		33	18		5	1002				123	20071	27010004	20071	27010004	1600101016	5	25			2100-12-31 00:00:00		101016	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101018	1		33	18		5	1002				123	20071	27010004	20071	27010004	1600101016	8	25			2100-12-31 00:00:00		101017	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101019	1		33	18		5	1002				123	20071	27010004	20071	27010004	1600101016	10	25			2100-12-31 00:00:00		101018	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101020	1		33	18		5	1002				123	20071	27010004	20071	27010004	1600101016	13		4		2100-12-31 00:00:00		101019	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101021	1		33	18		5	1002				124	20071	27010005	20071	27010005	1600101021	3	25			2100-12-31 00:00:00			2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101022	1		33	18		5	1002				124	20071	27010005	20071	27010005	1600101021	5	25			2100-12-31 00:00:00		101021	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101023	1		33	18		5	1002				124	20071	27010005	20071	27010005	1600101021	8	25			2100-12-31 00:00:00		101022	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101024	1		33	18		5	1002				124	20071	27010005	20071	27010005	1600101021	10	25			2100-12-31 00:00:00		101023	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101025	1		33	18		5	1002				124	20071	27010005	20071	27010005	1600101021	13		4		2100-12-31 00:00:00		101024	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101026	1		33	18		5	1002				125	20071	27010006	20071	27010006	1600101026	3	25			2100-12-31 00:00:00			2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101027	1		33	18		5	1002				125	20071	27010006	20071	27010006	1600101026	5	25			2100-12-31 00:00:00		101026	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101028	1		33	18		5	1002				125	20071	27010006	20071	27010006	1600101026	8	25			2100-12-31 00:00:00		101027	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101029	1		33	18		5	1002				125	20071	27010006	20071	27010006	1600101026	10	25			2100-12-31 00:00:00		101028	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101030	1		33	18		5	1002				125	20071	27010006	20071	27010006	1600101026	13		4		2100-12-31 00:00:00		101029	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101031	1		33	18		5	1002				126	20071	27010007	20071	27010007	1600101031	3	25			2100-12-31 00:00:00			2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101032	1		33	18		5	1002				126	20071	27010007	20071	27010007	1600101031	5	25			2100-12-31 00:00:00		101031	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101033	1		33	18		5	1002				126	20071	27010007	20071	27010007	1600101031	8	25			2100-12-31 00:00:00		101032	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101034	1		33	18		5	1002				126	20071	27010007	20071	27010007	1600101031	10	25			2100-12-31 00:00:00		101033	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101035	1		33	18		5	1002				126	20071	27010007	20071	27010007	1600101031	13		4		2100-12-31 00:00:00		101034	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101036	1		33	18		5	1002				127	20071	27010008	20071	27010008	1600101036	3	25			2100-12-31 00:00:00			2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101037	1		33	18		5	1002				127	20071	27010008	20071	27010008	1600101036	5	25			2100-12-31 00:00:00		101036	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101038	1		33	18		5	1002				127	20071	27010008	20071	27010008	1600101036	8	25			2100-12-31 00:00:00		101037	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101039	1		33	18		5	1002				127	20071	27010008	20071	27010008	1600101036	10	25			2100-12-31 00:00:00		101038	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101040	1		33	18		5	1002				127	20071	27010008	20071	27010008	1600101036	13		4		2100-12-31 00:00:00		101039	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101041	1		33	18		5	1002				128	20071	27010009	20071	27010009	1600101041	3	25			2100-12-31 00:00:00			2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101042	1		33	18		5	1002				128	20071	27010009	20071	27010009	1600101041	5	25			2100-12-31 00:00:00		101041	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101043	1		33	18		5	1002				128	20071	27010009	20071	27010009	1600101041	8	25			2100-12-31 00:00:00		101042	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101044	1		33	18		5	1002				128	20071	27010009	20071	27010009	1600101041	10	25			2100-12-31 00:00:00		101043	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101045	1		33	18		5	1002				128	20071	27010009	20071	27010009	1600101041	13		4		2100-12-31 00:00:00		101044	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101046	1		33	18		5	1002				129	20071	27010010	20071	27010010	1600101046	3	25			2100-12-31 00:00:00			2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101047	1		33	18		5	1002				129	20071	27010010	20071	27010010	1600101046	5	25			2100-12-31 00:00:00		101046	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101048	1		33	18		5	1002				129	20071	27010010	20071	27010010	1600101046	8	25			2100-12-31 00:00:00		101047	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101049	1		33	18		5	1002				129	20071	27010010	20071	27010010	1600101046	10	25			2100-12-31 00:00:00		101048	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101050	1		33	18		5	1002				129	20071	27010010	20071	27010010	1600101046	13		4		2100-12-31 00:00:00		101049	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101051	1		33	18		5	1002				130	20071	27010011	20071	27010011	1600101051	3	25			2100-12-31 00:00:00			2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101052	1		33	18		5	1002				130	20071	27010011	20071	27010011	1600101051	5	25			2100-12-31 00:00:00		101051	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101053	1		33	18		5	1002				130	20071	27010011	20071	27010011	1600101051	8	25			2100-12-31 00:00:00		101052	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101054	1		33	18		5	1002				130	20071	27010011	20071	27010011	1600101051	10	25			2100-12-31 00:00:00		101053	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101055	1		33	18		5	1002				130	20071	27010011	20071	27010011	1600101051	13		4		2100-12-31 00:00:00		101054	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101056	1		33	18		5	1002				131	20071	27010012	20071	27010012	1600101056	3	25			2100-12-31 00:00:00			2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101057	1		33	18		5	1002				131	20071	27010012	20071	27010012	1600101056	5	25			2100-12-31 00:00:00		101056	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101058	1		33	18		5	1002				131	20071	27010012	20071	27010012	1600101056	8	25			2100-12-31 00:00:00		101057	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101059	1		33	18		5	1002				131	20071	27010012	20071	27010012	1600101056	10	25			2100-12-31 00:00:00		101058	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101060	1		33	18		5	1002				131	20071	27010012	20071	27010012	1600101056	13		4		2100-12-31 00:00:00		101059	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101061	1		33	18		5	1002				132	20071	27010013	20071	27010013	1600101061	3	25			2100-12-31 00:00:00			2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101062	1		33	18		5	1002				132	20071	27010013	20071	27010013	1600101061	5	25			2100-12-31 00:00:00		101061	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101063	1		33	18		5	1002				132	20071	27010013	20071	27010013	1600101061	8	25			2100-12-31 00:00:00		101062	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101064	1		33	18		5	1002				132	20071	27010013	20071	27010013	1600101061	10	25			2100-12-31 00:00:00		101063	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101065	1		33	18		5	1002				132	20071	27010013	20071	27010013	1600101061	13		4		2100-12-31 00:00:00		101064	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101066	1		33	18		5	1002				133	20071	27010014	20071	27010014	1600101066	3	25			2100-12-31 00:00:00			2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101067	1		33	18		5	1002				133	20071	27010014	20071	27010014	1600101066	5	25			2100-12-31 00:00:00		101066	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101068	1		33	18		5	1002				133	20071	27010014	20071	27010014	1600101066	8	25			2100-12-31 00:00:00		101067	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101069	1		33	18		5	1002				133	20071	27010014	20071	27010014	1600101066	10	25			2100-12-31 00:00:00		101068	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101070	1		33	18		5	1002				133	20071	27010014	20071	27010014	1600101066	13		4		2100-12-31 00:00:00		101069	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101071	1		33	18		5	1002				134	20071	27010015	20071	27010015	1600101071	3	25			2100-12-31 00:00:00			2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101072	1		33	18		5	1002				134	20071	27010015	20071	27010015	1600101071	5	25			2100-12-31 00:00:00		101071	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101073	1		33	18		5	1002				134	20071	27010015	20071	27010015	1600101071	8	25			2100-12-31 00:00:00		101072	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101074	1		33	18		5	1002				134	20071	27010015	20071	27010015	1600101071	10	25			2100-12-31 00:00:00		101073	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101075	1		33	18		5	1002				134	20071	27010015	20071	27010015	1600101071	13		4		2100-12-31 00:00:00		101074	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101076	1		33	18		5	1002				135	20071	27010016	20071	27010016	1600101076	3	25			2100-12-31 00:00:00			2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101077	1		33	18		5	1002				135	20071	27010016	20071	27010016	1600101076	5	25			2100-12-31 00:00:00		101076	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101078	1		33	18		5	1002				135	20071	27010016	20071	27010016	1600101076	8	25			2100-12-31 00:00:00		101077	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101079	1		33	18		5	1002				135	20071	27010016	20071	27010016	1600101076	10	25			2100-12-31 00:00:00		101078	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101080	1		33	18		5	1002				135	20071	27010016	20071	27010016	1600101076	13		4		2100-12-31 00:00:00		101079	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101081	1		33	18		5	1002				136	20071	27010017	20071	27010017	1600101081	3	25			2100-12-31 00:00:00			2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101082	1		33	18		5	1002				136	20071	27010017	20071	27010017	1600101081	5	25			2100-12-31 00:00:00		101081	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101083	1		33	18		5	1002				136	20071	27010017	20071	27010017	1600101081	8	25			2100-12-31 00:00:00		101082	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101084	1		33	18		5	1002				136	20071	27010017	20071	27010017	1600101081	10	25			2100-12-31 00:00:00		101083	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101085	1		33	18		5	1002				136	20071	27010017	20071	27010017	1600101081	13		4		2100-12-31 00:00:00		101084	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101086	1		33	18		5	1002				137	20071	27010018	20071	27010018	1600101086	3	25			2100-12-31 00:00:00			2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101087	1		33	18		5	1002				137	20071	27010018	20071	27010018	1600101086	5	25			2100-12-31 00:00:00		101086	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101088	1		33	18		5	1002				137	20071	27010018	20071	27010018	1600101086	8	25			2100-12-31 00:00:00		101087	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101089	1		33	18		5	1002				137	20071	27010018	20071	27010018	1600101086	10	25			2100-12-31 00:00:00		101088	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101090	1		33	18		5	1002				137	20071	27010018	20071	27010018	1600101086	13		4		2100-12-31 00:00:00		101089	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101091	1		33	18		5	1002				138	20071	27010019	20071	27010019	1600101091	3	25			2100-12-31 00:00:00			2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101092	1		33	18		5	1002				138	20071	27010019	20071	27010019	1600101091	5	25			2100-12-31 00:00:00		101091	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101093	1		33	18		5	1002				138	20071	27010019	20071	27010019	1600101091	8	25			2100-12-31 00:00:00		101092	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101094	1		33	18		5	1002				138	20071	27010019	20071	27010019	1600101091	10	25			2100-12-31 00:00:00		101093	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101095	1		33	18		5	1002				138	20071	27010019	20071	27010019	1600101091	13		4		2100-12-31 00:00:00		101094	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101096	1		33	18		5	1002				139	20071	27010020	20071	27010020	1600101096	3	25			2100-12-31 00:00:00			2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101097	1		33	18		5	1002				139	20071	27010020	20071	27010020	1600101096	5	25			2100-12-31 00:00:00		101096	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101098	1		33	18		5	1002				139	20071	27010020	20071	27010020	1600101096	8	25			2100-12-31 00:00:00		101097	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101099	1		33	18		5	1002				139	20071	27010020	20071	27010020	1600101096	10	25			2100-12-31 00:00:00		101098	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101100	1		33	18		5	1002				139	20071	27010020	20071	27010020	1600101096	13		4		2100-12-31 00:00:00		101099	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101101	1		33	18		5	1002				140	20071	27010021	20071	27010021	1600101101	3	25			2100-12-31 00:00:00			2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101102	1		33	18		5	1002				140	20071	27010021	20071	27010021	1600101101	5	25			2100-12-31 00:00:00		101101	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101103	1		33	18		5	1002				140	20071	27010021	20071	27010021	1600101101	8	25			2100-12-31 00:00:00		101102	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101104	1		33	18		5	1002				140	20071	27010021	20071	27010021	1600101101	10	25			2100-12-31 00:00:00		101103	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101105	1		33	18		5	1002				140	20071	27010021	20071	27010021	1600101101	13		4		2100-12-31 00:00:00		101104	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101106	1		33	18		5	1002				141	20071	27010022	20071	27010022	1600101106	3	25			2100-12-31 00:00:00			2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101107	1		33	18		5	1002				141	20071	27010022	20071	27010022	1600101106	5	25			2100-12-31 00:00:00		101106	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101108	1		33	18		5	1002				141	20071	27010022	20071	27010022	1600101106	8	25			2100-12-31 00:00:00		101107	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101109	1		33	18		5	1002				141	20071	27010022	20071	27010022	1600101106	10	25			2100-12-31 00:00:00		101108	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101110	1		33	18		5	1002				141	20071	27010022	20071	27010022	1600101106	13		4		2100-12-31 00:00:00		101109	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101111	1		33	18		5	1002				142	20071	27010023	20071	27010023	1600101111	3	25			2100-12-31 00:00:00			2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101112	1		33	18		5	1002				142	20071	27010023	20071	27010023	1600101111	5	25			2100-12-31 00:00:00		101111	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101113	1		33	18		5	1002				142	20071	27010023	20071	27010023	1600101111	8	25			2100-12-31 00:00:00		101112	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101114	1		33	18		5	1002				142	20071	27010023	20071	27010023	1600101111	10	25			2100-12-31 00:00:00		101113	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101115	1		33	18		5	1002				142	20071	27010023	20071	27010023	1600101111	13		4		2100-12-31 00:00:00		101114	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101116	1		33	18		5	1002				143	20071	27010024	20071	27010024	1600101116	3	25			2100-12-31 00:00:00			2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101117	1		33	18		5	1002				143	20071	27010024	20071	27010024	1600101116	5	25			2100-12-31 00:00:00		101116	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101118	1		33	18		5	1002				143	20071	27010024	20071	27010024	1600101116	8	25			2100-12-31 00:00:00		101117	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101119	1		33	18		5	1002				143	20071	27010024	20071	27010024	1600101116	10	25			2100-12-31 00:00:00		101118	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101120	1		33	18		5	1002				143	20071	27010024	20071	27010024	1600101116	13		4		2100-12-31 00:00:00		101119	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101121	1		33	18		5	1002				144	20071	27010025	20071	27010025	1600101121	3	25			2100-12-31 00:00:00			2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101122	1		33	18		5	1002				144	20071	27010025	20071	27010025	1600101121	5	25			2100-12-31 00:00:00		101121	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101123	1		33	18		5	1002				144	20071	27010025	20071	27010025	1600101121	8	25			2100-12-31 00:00:00		101122	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101124	1		33	18		5	1002				144	20071	27010025	20071	27010025	1600101121	10	25			2100-12-31 00:00:00		101123	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101125	1		33	18		5	1002				144	20071	27010025	20071	27010025	1600101121	13		4		2100-12-31 00:00:00		101124	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101126	1		33	18		5	1002				145	20071	27010026	20071	27010026	1600101126	3	25			2100-12-31 00:00:00			2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101127	1		33	18		5	1002				145	20071	27010026	20071	27010026	1600101126	5	25			2100-12-31 00:00:00		101126	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101128	1		33	18		5	1002				145	20071	27010026	20071	27010026	1600101126	8	25			2100-12-31 00:00:00		101127	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
101129	1		33	18		5	1002				145	20071	27010026	20071	27010026	1600101126	10	25			2100-12-31 00:00:00		101128	2020-01-01 00:00:00	2020-01-01 00:00:00	2100-12-31 23:59:59
